Crash_ID,Damaged_Property
14273970,4 LINE POSTS
14274376,NO PARKING SIGN / POLE
14278822,DAMAGED FENCE
14283461,TXDOT HIGHWAY SIGN
14283621,IRON PILLAR
14283780,CHAIN LINK FENCE
14286338,PEDESTRIAN CROSSING SIGN
14286338,FRONT END OF VIHICLE
14286501,FUEL PUMP
14286842,STOP SIGN
14286842,LANDSCAPING
14287641,ELECTRICAL WIRING
14287641,BUILDING STRUCTURE
14287641,HOTEL DOOR
14287641,HANDICAP PARKING SIGN
14291025,WOODEN ELECTRICAL POLE
14297442,GUARDRAIL
14299316,CABLE BARRIER SYSTEM
14301664,REAR DRIVERS SIDE BUMPER/TAIL LIGHT
14301664,RIGHT FRONT PASSENGER SIDE BUMPER
14302910,ROCKWALL
14302910,AT&T PROPERTY
14302910,GARAGE DOOR
14305000,FRONT LANDSCAPING AND WATER PIPES AND CO
14306321,ROCKWALL
14306794,1' CONCRETE CURB
14308727,BACK
14308727,FRONT
14309423,TRAFFIC SIGN
14310184,PROTECTIVE BARRIER
14311539,FREEZER
14311539,PALM TREE/BUSH
14312742,BUILDING/APT
14313268,GUARD RAIL
14316288,GAS METER AND METAL POLES
14318562,GARAGE DOOR DAMAGE
14318871,CHAINLINK FENCE
14319481,LARGE GUIDE SIGN (DO NOT ENTER)
14321172,ROCKWALL
14323563,WROUGH IRON GATE
14324333,ROCK WALL
14324333,PILLAR
14325120,PED PUSH BUTTON STANDARD
14325148,NO PARKING SIGN
14325986,BUILDING
14325986,COCA COLA MACHINE
14326919,6 FEET OF ROCK WALL
14327264,FRONT BUMBER DAMAGE
14327328,DAMAGES ON PINE TREES
14333711,FIRE HYDRANT REPLACEMENT
14334350,WOODEN TRANFER POLE
14339275,DRIVER SIDE REAR QUATER PANEL POPED OUT
14340470,STOP SIGN
14341884,FIRE BOX VALVE SYSTEM
14343926,WATER METER
14345130,STOP SIGN
14345706,TREES
14346959,MAIL BOX
14346959,CHAIN LINK FENCE
14348638,GARAGE DOOR EXTERIOR
14351306,METAL GUARD RAIL
14353969,TREES (2)
14356121,WALL
14366323,SHOPPING CART CORRAL GUARD RAIL
14366438,OVER HANG CIELING ON DRIVE THROUGH WINDO
14366441,SMALL ICE CREAM FREEZER
14366441,LARGE GLASS DISLAY WINDOW
14366821,TWO BUSHES $150 EA
14366821,PROPERTY WATER METER $800
14367256,ROCK WALL
14367546,SKATE BOARD
14368474,SHORT ROCK WALL DIVIDING PROPERTIES
14369874,YUCCA
14369874,PRICKLEY PEAR PLANT
14369874,GRASS
14371702,SERVICE POLE
14372834,CHAINLINK GATE
14374247,ADVERTISMENT SIGN
14374304,BROKEN GAS METER
14378899,FRAME TO GARAGE/CARPORT
14379300,10FT CHAIN FENCE
14381753,30 FEET OF GUARD RAIL DAMAGE
14384242,CHAIN LINK FENCE
14385836,CHAIN LINK/BLAST WALL
14387624,SCRAPE
14389868,BUSINESS WALL
14392169,MAIL BOX
14398964,$2000.00 DAMAGE TO FRONT END OF VEHICLE
14398964,$3000.00 DAMAGE TO FRONT END OF VEHICLE
14399417,PARKING LOT LIGHT POLE
14400200,HANDICAP SIGN
14400840,DAMAGE TO BUILDING
14405641,HIGHWAY SIGN
14409350,POLES/ GUARD RAIL/ ROCKWALL/ GATES
14410658,FIBER OPTIC CABLE / WIRE
14412437,STOP SIGN
14413826,SHOPPING CARTS
14413826,CORRAL
14413826,SHOPPING CART MULE
14413842,CHAIN LINK FENCE
14413842,PLANT/ BUSH
14413842,RAISED CURB
14414054,PLASTIC CRUSH CUSHION
14417086,DAMAGED RESIDENCE
14417124,SMALL DAMAGE TO ROCK/CONCRETE PLANTER
14417348,BUS SIGN
14417348,CHAIN LINK FENCE
14418198,TREES AND LANDSCAPING
14418255,CEMENT GUARD RAIL
14418897,ELECTRICAL BOX
14418897,PHONE BOX
14421771,BUILDING DAMAGE
14424352,GUARD RAIL
14427298,LIGHT POLE
14427299,ROCK WALL ATTACHED TO HOUSE
14428946,SUPPORT COLUMN
14428946,BUSINESS WINDOW
14428987,(3) MEDIAN CABLE POST
14431273,ROCK WALL/FENCE
14431419,BRICK WALL
14434000,ROCKWALL
14434627,ROCK WALL
14436384,FREEWAT EXIT SIGN
14437135,ROOCK WALL
14439709,18' OF GUARDRAIL
14444468,ELECTRICAL BOX
14447946,STEEL RISER/ GAS METER $900.00
14449185,CONCRETE BERM
14449679,CHAIN LINK FENCE WITH BARBED WIRE
14450728,DAMAGED ROCK WALL
14456224,CHAIN LINK FENCE
14457292,GUARD RAIL
14457563,CHAIN LINK FENCE
14459922,GAS METER
14461362,PROPERTY DAMAGE
14461553,"RIGHT BRICK PILAR, AND FRAMING TO THE GA"
14461604,SIGN POLE
14462538,PLASTIC BOX
14462538,BRICK LANDSCAPING
14462538,PLASTIC TUBE
14466052,RAIL DAMAGE
14466975,ELECTRIC POLE
14469484,GUARD RAIL
14471503,"CITY SIGN ""NO TRUCKS OVER 26 FT"""
14472042,METAL MAIL BOX
14472309,DAMAGED ELECTRIC TRAFFIC SIGN
14472765,WROUGHT IRON FENCE
14474656,4' WOODEN POST
14475710,MAIL BOX
14477718,FENCE WAS BENT
14478837,WALK SIGNAL LIGHT POLE
14480016,DAMAGED VEHICLE SIGNAL LIGHTS
14481909,BUILDING WALL
14489887,WHITE METAL PILLER
14490079,GUARD RAIL
14490316,GAURD RAIL
14490380,METAL FENCE
14491397,25' SECTION OF 3' TALL BRICK WALL
14492670,CABLE BARRIER SYSTEM LINE POST $50.00 EA
14494771,CONCRETE GUARD BARRIER
14494771,GUARD RAIL ATTENUATOR
14495746,PEDESTRIAN ADVISORY SIGN
14496359,PERIMETER FENCE
14497368,CHAIN LINK FENCE / 10 FT
14498778,WATER HYDRANT- BROKEN OFF
14498778,15-25 FEET SIDEWALK- DAMAGED BY WATER
14498778,15-25 FEET OF LANDSCAPING- WATER DAMAGED
14499334,BUILDING
14499509,HOUSEHOLD DAMAGE
14501430,NO PARKING ANYTIME SIGN AND POLE
14501797,"WINDOWS,METAL RAILING,"
14502564,JOINT POLE
14505216,NO PARKING ANY TIME SIGN
14505437,FREEWAY LIGHT POST
14506994,GAS METER
14507014,FENCE
14510114,KNOCKED DOWN TRAFFIC SIGN
14511851,SIGN AND POLE
14513252,SIGN AND POLE
14513554,SIGN
14513884,IRON GATE
14518294,CHAIN LINK FENCE
14520891,WINDOW/FRAME/STRUCTURE DAMAGE
14522556,BANK SIGN
14523117,STREET SIGN
14534007,TWO 4'X8' WINDOWS
14535064,GATE DOOR
14535701,DAMAGED WATER FAUCET ON DRIVE THROUGH
14536764,4 SMALL PALM TRESS
14541399,CHAIN LINK FENCING AND POSTS
14543268,ROCK WALL
14543269,BUILDING
14546384,CINDER BLOCK WALL
14546384,GAS METER
14546496,100' OF TENSION CABLE
14547550,GARAGE DOOR
14549733,METAL GATE
14551095,PALM TREE
14552121,FIRE HYDRANT
14552236,ELECTRIC LINE POLE
14552639,STOP / ONE-WAY COMBINATION SIGN
14556844,METAL SLIDING GATE
14559060,4' X 6' SECTION OF WALL
14561346,SKATEBOARD W/ MOTOR
14561661,DOMESTIC WATER LINE
14563441,LANDSCAPING
14563498,CHAINLINK FENCE
14568171,SMALL ROCK WALL
14570071,CEMENT BARRICADE
14571899,FENCE BENT
14574425,CHAIN LINK FENCE
14576505,METAL SIDE RAILS BENT
14587109,$1000 POSSIBLE DAMAGE  ON A 8-10 FT TREE
14587254,SEVEN LINE POST
14587807,OUTSIDE WALL
14587807,PATIO FURNITURE
14590019,FRONT ENTRANCE /WINDOWS EST $5000.00
14596149,LANDSCAPE ROCK
14596149,MAILBOX
14600823,PHONE /CABLE BOX
14601161,LANDSCAPING AND LANDSCAPING COLUMNS
14601645,RESIDENCE
14610565,EL PASO ELECTRIC POLE TENSION CABLES
14610881,CHAIN LINK FENCED PUSHED IN
14610886,2X METAL POLES/WIRE BARRIER
14611110,DOUBLE ELECTRONIC PARKING METER
14612635,MINOR BUMPER DAMAGE
14613269,8'H X 10'L CHAIN LINK FENCE
14613451,ATM
14615967,GLASS DOOR
14616201,50 FT. CHAIN LINK FENCE
14616201,MAIL BOX
14616381,ROCK WALL CRACKED
14617592,DAMAGED URN PLANTER
14617735,MESQUITE TREE
14617920,TRAINE REFRIGERATION SYSTEM
14618717,50 FEET OF WIRE GUARDRAIL
14618720,BROKEN WINDOW PANE
14618720,BROKEN WINDOW UNIT
14618720,BROKEN WINDOW FRAME
14620336,50' GUARDRAIL
14620507,CHAIN LINK FENCE
14621870,RESIDENT FENCE DAMAGED
14622747,SCRATCH ON STEEL ELECTRIC POLE
14624521,CHAIN LINK FENCE
14628435,METAL GUARDRAIL
14633621,YELLOW POLE
14634602,MEDIAN CEMENT CURB
14635979,DAMAGED WATER LINE
14635998,L/REAR TAIL LIGHT
14636018,WOOD POST AND ALUMINUM MAILBOX
14642569,EASTSIDE BRICK WALL
14646847,WRONG WAY SIGN
14646970,DAMAGE TO FRT BRICK & FRT DOORS APT 17
14648958,50FT CHAIN LINK FENCE/5 POLES
14649179,STOP SIGN
14650448,IRON GATE/FENCE
14651413,ROCK WALL
14653128,REAR BUMPER
14657047,REFLECTOR POLES
14657286,9.2X10 GARAGE DOOR
14657945,DAMAGE TO PLANT BUSHES
14660873,CABLE BARRIERS
14661703,TRASH CAN
14661703,PEDESTRIAN WALK BUTTON
14664120,HYPERTENSION CABLE STABLIZER
14665265,MAILBOX AND POST
14665663,WOODEN ELECTRIC LIGHT POLE
14667925,MAILBOX
14668599,GAS METER
14671523,ROCK WALL
14671892,BASKETBALL COURT
14672238,RETAINING CURB
14672238,ELECTRICAL POLE
14672747,"""DO NOT CROSS DOUBLE WHITE LINE"" SIGN"
14672820,SOFA
14672820,SLIDING WINDOW
14672820,WOODEN FENCE
14672870,BACK FLOW PREVENTER
14676310,ROCK WALL
14677007,FRONT YARD LANDSCAPE
14677007,STEEL ENTRANCE GATE
14677854,ROCK WALL DAMAGED
14678141,"BRICK WALL, WINDOW,IRON BARS"
14678309,FLAT TIRE
14678309,DAMAGED TX DOT TRAFFIC SIGN
14680835,LANDSCAPE DAMAGE
14685485,SKATEBOARD
14686402,NATURAL GAS METER
14689046,CONCRETE LIGHT POLE
14689829,GAS METER
14690633,CEMENT BARRIER
14692280,IMPACT BARRIER
14692860,CHIPPED LIGHT POLE
14693394,WROUGHT IRON FENCE
14693596,TREE
14694366,GUARD RAIL
14694417,SUPPORT BEAM
14697961,CONCRETE BARRACADE
14698546,WROUGHT IRON FENCE
14702342,STEEL BARRIERS
14705474,CEMENT BARRIER
14706174,TRASH CAN BIN
14708566,TREE
14708566,BUILDING
14708843,25 FEET METAL GUARDRAIL
14709310,AT&T UTILITY BOX
14709310,MAILBOX
14711773,1 FOOT METAL GUADRAIL
14711774,MOBILE HOME
14711774,FIRE HYDRANT
14712364,BROKEN TAIL LIGHT (RIGHT)
14715655,FENCE KNOCKED DOWN
14716145,23 WIRE POLES
14716580,SIGN WITH WOOD POSTS
14718791,TEXDOT RAIL
14720147,SOLAR DISPLAY SIGN
14722330,PILLAR / BARRIER
14722496,HIGHWAY GUARD RAIL
14722497,NO PARKING SIGN
14722528,WIRE DIVIDER
14723224,TREE
14724347,DAMAGED ROCK WALL
14725892,SHOPPING CART RETURN BAY (STEEL POLES)
14726065,PERSONAL VEHICLE
14726926,CONCRETE BARRIER
14727347,HOUSE
14728999,CONCRETE LIGHT POLE
14729215,MAILBOX
14729215,DUMPSTER
14729215,HANDICAP SIGN WITH POLE
14730092,WOOD ELECTRIC POLE AND WIRES
14733362,20 FT GUARD RAIL
14733666,TREE
14735760,GUARD RAIL
14736295,ROCK WALL
14739439,IMPACT GUARD RAIL/BARRIER
14741455,ROCK WALL DAMAGE
14742305,CHAIN LINK FENCE AND POSTS ($500 VALUE)
14744247,APPROX. 10 FT OF CINDER BLOCK WALL
14745232,PLANTS/ FIXTURES
14745959,TRAFFIC CONTROL SIGN
14747992,DAMAGED ACCESS ARM
14748932,1 GUARD RAIL POST
14749212,PEDESTRIAN CROSSWALK SWITCH POST
14751588,GUARDRAIL
14752591,DAMAGED STREET SIGN
14754173,CHAIN LINK FENCE
14754173,LIGHT POLE
14754173,WALL TO CHURCH BUILDING
14754173,SMALL BRICK WALL
14754173,BRICK PILLAR
14754173,WOODEN POLE
14758609,GUARDRAIL DAMAGE
14758746,TXTDOT  WATER BARRIER
14758746,TXTDOT GUARDRAIL
14760037,LIGHT POLE
14762391,ROCK WALL
14762406,ROD IRON GATE
14762537,CABLE BARRIER SYSTEM
14762657,GUARD RAIL
14762826,GAS METER/S4952878
14762826,GAS METER/U926855
14762826,GAS METER/0236112
14764150,GUARDRAIL (3FT)
14764586,GUARDRAIL POST
14764603,CROSS WALK PUSH BUTTON
14764603,I-10 WEST/EAST SIGNS
14765346,200FT HIGH TENSION CABLE
14766254,GUARD RAIL DAMAGE
14767593,REFLECTOR POLE
14767798,RAILS TO RAMP DAMAGED
14768325,CINDERBLOCK WALL
14768879,FISSURE TO NORTH WALL
14768879,FRONT WALL AND FRAME/ GLASS DOORS
14770300,WALL STRUCTURE
14770300,INSIDE STRUCTURE/MEDIACL EQUIPMENT
14771607,REFLECTOR SIGN
14771916,CONCRETE BRIDGE ON IRRIGATION CANAL
14773056,METAL GATE
14774219,LIGHT POLE
14774286,RAIL ROAD TRACK
14774431,LIGHT POLE
14776119,WARNING SIGNS
14778325,STOP SIGN
14778848,"ASSORTED FIXTURES, MERCHANDISE"
14778848,FRONT STORE FRAME
14779577,METAL POLE
14779582,INTERIOR/EXTERIOR WALL
14779708,ROCKWALL
14780295,FRONT WALL
14780295,PARKING POST[RED]
14781686,BROKEN WINDOW ON THE BUSINESS
14785480,GARAGE DOOR
14787304,CHAIN LINKED FENCE
14787540,DAMAGED FENCE
14788769,CHAIN LINK FENCE GATE
14790113,GUARD RAIL
14790284,"STEEL POLE , IN PARKING LOT"
14790293,GUARD RAIL
14790719,LANDSCAPE DAMAGE
14791464,FUEL PUMP HOSE
14792145,WALL WINDOWS AND ENTRNCE DOOR.
14792263,APPROX 8 YARDS ROCK WALL
14794008,FRONT DOOR AND GLASS WINDOWS
14794547,RIGHT SHOULDER GUARDRAIL DAMAGE
14794628,GUARDRAIL
14798978,LIGHT POLE
14799208,TENSION WIRE AND POST
14799215,WALL/FURNITURE IN ROOM
14799324,DAMAGED TO LIGHT POLE
14799456,CHAIN LINK FENCE
14799456,SIGNAL LIGHT
14799588,VEH HIT A DOG- 3 YOA WHITE LABRADOR
14801237,METAL GUARD RAILING
14804183,STREET SIGN
14804256,DAMAGED GUARDRAIL
14804626,CONCRETE PILLAR
14804681,150 FT. GUARD RAIL
14804681,200 FT. MEDIAN GUARD CABLE
14804681,250 FT. CHAIN LINK FENCE
14806980,PARKING LOT SIGN
14807695,MAILBOX
14807695,IRON FENCE POLE
14816240,ROCK WALL AND SUPPORT POLE FOR UTILITY
14816903,STOP SIGN
14816905,GUARD RAIL
14817367,GECU ATM KIOSK AND BAR
14817697,3 FT CURB
14817697,BUSH
14818041,GUARDRAIL DAMAGE
14818446,RAIL GUARD
14820175,STREET LAMP
14820795,STEEL WIRE MESH HIGHWAY DIVIDER
14821421,LIGHT POLE
14825799,CHAIN LINK FENCE
14827977,BLACK FLOW/COVER
14828765,ROCK WALL
14828899,STREET SIGNAL LIGHT
14831794,ACZ-350 ANCHORLESS CRASH CUSHION
14832438,TEXDOT METAL BARRIERS
14834636,ROCKWALL
14834763,WOODEN  LIGHT POLE
14837021,GUARDARAIL
14837713,CABLE BARRIER SYSTEM
14837713,(20) LINE POST TO CABLE SYSTEM
14837713,I-10 WEST  MM2 GUARD (RAIL) FENCE
14838545,GUARD RAIL
14839260,4 FT BUSH
14839397,ROCK WALL DAMAGE OF $6000
14840003,WARNING SIGNAL LIGHT
14840003,LIGHT POLE
14840035,SMASHED GARAGE DOOR
14840530,GAS METER
14840624,CROSSWALK SIGN
14840624,35 FEET OF CHAIN LINK FENCE
14841011,ELECTRIC POLE
14841124,CONCRETE BARRIER
14841905,CABLE BARRIER SYSTEM DAMAGE
14842741,FIRE HYDRANT
14845849,ROCK WALL
14847053,CHAIN LINK FENCE
14849595,METAL GUARD RAIL
14849783,PECAN TREE
14850108,LIGHT POLE #C9602
14850947,MAILBOX
14851090,CONCRETE GUARD RAIL
14851978,BUSH LANDSCAPE
14852045,BUSINESS WALL
14852854,WOODEN ELECTRICAL POLE
14853493,ORANGE CONSTRUCTION BARREL
14854677,BRICK MAIL BOX
14855547,GUARD RAIL
14855613,STOP SIGN
14857315,CHAIN LINK FENCE
14857398,WROUGHT IRON FENCE
14857905,BRICK MAILBOX WAS DESTROYED
14858160,STREET SIGN
14858411,FRONT DRIVER SIDE TIRE AND WHEEL
14858450,PEDESTRIAN CROSSING LIGHT
14863585,MAILBOX /ROCK ENCLOSURE
14864550,CURB DAMAGE
14865525,CONCRETE BARRIER
14866371,15 TO 20 FT GUARDRAIL
14868167,10-15' OF ROCK WALL
14870287,SIGNAL LIGHT
14870288,SIGNAL LIGHT
14870680,CONCRETE PILLAR
14871197,ROCKWALL
14871650,FENCE
14872615,GUARD RAIL
14874420,150 ' METAL RAILING
14874949,PEDESTRIAN CROSS SINGAL
14875875,CHAIN LINK FENCE
14876141,WROUGHT IRON FENCE
14876481,LARGE EXIT SIGN
14876481,50' OF STEEL GUARD RAIL
14876481,2X WOODEN GUARDRAIL POSTS
14876597,GARAGE TO HOME
14876776,ELECTRICAL BOX
14881424,HORSE
14882882,APPROX 30FT. CHAIN LINK FENCE
14883053,OFF RAMP EXIT SIGN
14883082,ELECTRIC ARROW SIGN TRAILER
14883082,3 CONCRETE BARRIERS
14883359,TWO DRUMS DAMAGED/BENT
14883413,WOODEN LIGHT POLE
14883413,CONCRETE WALL
14883413,CHAIN LINKED FENCE
14883609,METAL MEDIAN POLES
14884706,PALM TREE
14885177,DAMAGE TO TREE
14885190,HIGHWAY LIGHT POLE
14885190,GUARD  RAIL
14885267,GAS METER
14885267,CHAIN LINK FENCE
14885327,PINE UP ROOTED AND LANDSCAPE IN DISARRAY
14886050,GARAGE DOOR
14886440,FENCE AND MAIL BOX $700
14886442,"IRON FENCE AND ROCK WALL $1,000"
14886665,STABILIZING CABLES
14886740,TRAFFIC SIGNAL POLE
14886751,GAS METER
14887014,FENCE
14887025,FENCE
14887025,ROCK WALL
14887636,280 FEET OF CENTER MEDIAN BARRIER CABLE
14887645,GUARDRAIL DAMAGE
14887648,"ALUMINUM TIGER, ALUMINUM WALL"
14887989,FDC WATER MAIN
14888074,LIGHT POLE
14888465,IRON GATE
14888470,LAWN DAMAGE/SPRINKLERS
14888528,HOME
14889811,CHAIN LINK FENCE
14890098,ROCK WALL AND WROUGHT IRON
14890400,ROCK WALL/LANDSCAPING
14890702,ROCK WALL FENCE
14890714,CHAINLINK FENCE
14890779,LUMINAIRE KNOCKED DOWN
14892105,ROCK WALL DAMAGE
14893017,ORANGE BARRELS
14893130,15 FT OF ROCK WALL
14893385,ROD-IRON GATE
14893385,FRONT PORCH
14893393,GUARD RAIL DAMAGE
14894211,CHAIN LINK FENCE
14894487,1 METAL YIELD SIGN AND POLE
14894718,CITY FIREHYDRANT
14894728,LIGHT POST
14894824,13 FT ROCK WALL
14894830,BARRICADE
14894921,ELECTRIC SIGN
14894923,LIGHT POLE
14894951,100 FT OF GUARD RAIL DAMAGE
14895164,GUARD RAIL DAMAGE
14896146,CABLE BARRIER SYSTEM
14896240,2 LINE POSTS
14896240,100 FT OF CABLE BARRIER
14896390,"BRICK PLANTERS / TELEPHONE POLE 2"""
14896402,ONE WAY STREET SIGN
14896541,GARAGE DOOR
14897101,3 PINE TREES
14897101,3 PINE TREES
14897139,CEMENT COLUMN
14897142,DESTROYED LANDSCAPE
14897159,ROCK WALL
14897187,DAMAGE TO THE FRONT END
14897188,PILLAR FOR BRIDGE
14897408,LIGHT POLL
14898192,GUARDRAIL
14898366,IRON FENCE
14898577,TELEPHONE BOX
14898577,EXIT ONLY (SIGN)
14898930,ROCK  WALL
14898931,20 FT X3FT ROCKWALL
14899025,BRICK PLANTER/MAILBOX
14899127,GUARD RAIL
14899185,ABOUT 20FT WROUGHT IRON FENCE
14899185,CROSSWALK PEDESTRIAN LIGHT
14899221,LIGHT POLE
14899222,ROCK WALL
14899225,LIGHT POLE KNOCKED DOWN
14899268,CHAIN LINK FENCE
14899287,ROCK/CINDER BLOCK WALL
14899770,40 FT OF GUARDRAIL
14900047,CEMENT ELECTRICAL POLE
14900059,CEMENT POLE
14900132,FENCE AMD ROCK WALL
14900147,TENSION DIVIDER
14900432,ROCK WALL
14900433,BENT METAL
14900594,WOOD LIGHT POLE
14900600,ROCK WALL CRACKED FROM IMPACT
14900620,DAMAGED CURB AND BUSHES
14900807,ARROWBOARD DAMAGED
14900837,ROCK WALL
14902518,GARAGE DOOR
14902596,STOP SIGN
14902598,RESIDENCE @ 10040 WAPITI PLACE
14903190,IRON FENCE DAMAGE
14903408,GUARD RAIL
14903598,REAR BUMPER SCARTCHED AND DENTED
14903732,LANDSCAPE
14905357,ROCK WALL DAMAGE
14905785,FIRE HYDRANT
14905825,PARTIAL STRUCTURAL DAMAGE TO HOME
14905825,DAMAGE TO LANDSCAPING
14905942,CABLE BARRIER SYSTEM POSTS
14905949,20' OF ROCKWALL
14905986,20' TREE
14906023,ROCK WALL
14906023,STOP SIGN
14906059,FRONT ROCKWALL
14906104,CABLE BARRIER SYSTEM
14906430,KNOCK DOWN LIGHT POLE
14906432,"17 FT ON THE RAILS, 3 METAL BARRIERS"
14906563,9 FEET CLEARANCE DISPLAY POLE
14906571,2009 FORD CROWN VICTORIA POLICE UNIT
14906999,RAILROAD CROSSING SIGNAL
14907269,WATER VALVE COVER
14907269,4 FT CEMENT POLE
14907269,WATER VALVE COPPER LINE
14907269,MED/SIZE TREE
14907776,3X LARGE MAILBOXES
14908155,ROCKWALL
14908203,ROCK WALL
14908203,FENCE
14908222,STREET SIGN
14908231,2 STREET SINGS
14908746,2- PALM TREES AND ROCK WALL FENCE
14908997,7 FT SECTION OF STEEL GUARDRAIL
14909711,TRASH BIN
14909711,BRICK MAILBOX
14910164,BRICK MAILBOX DAMAGED
14911321,12'X6' BRICK WALL
14911321,"MAIL BOX, 15' X 4' CHAIN LINK FENCE"
14911321,TRAFFIC SIGN
14911632,STUCCO WALL
14911966,ROCK WALL
14911966,ELECTRIC POLE
14911966,SUBDIVISION ENTRANCE MARKER
14911967,FENCE
14912018,WATER BOX (SPRINKLER SYSTEM)
14912021,GUARD RAIL DAMAGE
14912843,50FT LIGHT POLE  / MISC TRAFFIC SIGNS
14912860,STONE FENCE
14913181,CEMENT BUS STOP BENCH
14913514,CHAIN LINK FENCE
14913606,ROCKWALL VALUED AT $1400.00
14913720,MONGOOSE BICYCLE
14913740,TRAFFIC SIGN POST
14913742,GUARDRAIL
14914053,ONE WAY STREET SIGN
14914118,BARRIER
14914226,CABLE BARRIER SYSTEM
14914595,PEDESTRIAN SIGN
14914595,ONE WAY SIGN
14914596,ADOBE FENCE DAMAGED
14914636,FIRE HYRANDT
14914636,WOODEN LIGHT POLE
14914662,BARRICADE POST/ HANDI SIGN
14915041,ROCKWALL
14915079,STOP SIGN / POLE
14915079,METAL LED LIGHT POLE
14915293,10' ROCK WALL/WROUGHT IRON FENCE
14915482,REAR END DAMAGE
14915653,CINDER BLOCK WALL
14915684,ROCKWALL
14915710,"ROCKWALL, STAIRWELL AND HANDRAIL DAMAGES"
14915713,GAS METER
14915779,MAILBOX
14917040,LIGHT POLE
14917040,CHAIN LINK FENCE
14917048,TRAFFIC LIGHT POLE
14919682,"TREES, ROCKWALL, SHRUBS"
14919731,"ROCKWALL, CHAINLINK FENCE"
14920081,CHAIN LINK FENCE
14920341,ELECTRIC WOODEN POLE
14920354,ROCKWALL
14920414,WALL AND ELECTRICAL BOX
14920667,ROCK WALL
14920667,WOOD FENCE
14921216,GUARDRAIL
14921383,STREET SIGN
14921664,TELEPHONE POLE
14921666,BENT FLAG POLE
14921785,LANDSCAPING
14921785,ROCK WALL
14922294,FENCE
14922296,LIGHT POLE
14922299,"ROCK WALL, MAIL BOX AND LANDSCAPING"
14922423,FRONT GLASS DOOR
14922428,DAMAGED ROCK WALL
14922439,FENCE DAMAGE
14922449,TREES
14922451,GREEN LIGHT POLE
14922476,TENSION WIRE AND POST
14922477,GAS METER
14922477,(2) GAS METERS
14922477,GAS METER
14922611,30 FT CHAIN LINK FENCE
14922612,BROKEN ROCK WALL
14922751,TREE
14923291,CEMENT BARRIER
14923772,FRONT WINDSHIELD
14923772,FRONT HOOD/GRILLE CHIPPED
14924061,WHEEL CHAIR LIFT
14924264,PILLAR
14924267,LIGHT POLE
14924287,STREET SIGN DAMAGE
14924293,METAL LIGHT POLE
14924295,BRICK MAILBOX
14924702,LIGHT POLE KNOCKED OVER
14924702,PLANTS RAN OVER
14924796,DENT IN STEEL POLE
14925295,UNDERGROUND FIBER OBTIC CABLE UNIT
14925361,STOP SIGN
14925418,STREET SIGN
14925720,TELECOMMUNICATIONS BOX
14925720,BRICK WALL/IRON FENCING
14925741,MEDIAN TENSION WIRE
14926196,STREET SIGN
14927891,ELECTRICITY WOOD POLE
14927964,CEMENT ROCK WALL APPROX 20 FT
14928249,PEDESTRIAN CROSSING SIGN
14928259,FENCE CORNER POLE
14928927,FIRE HYDRANT
14929000,8 ORANGE TRAFFIC BARROWS
14930853,GUARDRAIL
14931130,20FT CHAIN LINK FENCE  AND POST DAMAGE
14931336,SIGN/FLAG POLE
14931368,PHONE BOX
14931368,FENCE
14931929,FENCE
14931954,CHAINLINK FENCE/ BRICKWALL
14932008,STOP SIGN
14932181,WATER MAIN
14932779,BUS STOP
14932779,BUSINESS SIGN/BRICK DISPLAY
14933427,DELINEATOR/OBJECT MARKER $60
14933591,WOODEN LIGHT POLE
14933956,ROCKWALL
14934002,ROCK  WALL
14934009,CONCRETE BARRIER
14935267,CABLE BARRIER SYSTEM POLE
14935296,CHAIN LINK FENCE
14935599,ROCKWALL WAS DESTROIDED
14935645,ROCKWALL  4' HIGH
14935721,CONCRETE IRRIGATION DITCH
14935906,GUARDRAIL
14935928,CHAIN LINK FENCE POLE
14935933,GUARDRAIL
14938058,TRAFFIC SIGN
14938817,TRAFFIC CONTROL SIGNAL LIGHT
14938817,FENCE
14938982,SMALL CRACK IN ELECTRIC POLE
14939019,STREET LIGHT
14939238,GUARD RAIL / CEMENT BARRIER
14939239,GATE / FENCE
14939403,LIGHT POLE #C138
14939403,8' OF ROCK PROPERTY DIVIDER WALL
14939403,BRICK MAILBOX
14939403,UTILITY CONNECTION BOX
14939404,MANAGER OFFICER AREA
14940138,ROCK WALL
14940302,METAL FENCE
14940527,MEDIAN GUIDE WIRE POST
14940730,GAS METER
14940730,PROPERTY FENCE
14940730,STREET SIGNS
14940730,ROOF
14941352,30 FT OF CHAIN LINK FENCE
14941352,35 FT WOODEN STREET LIGHT POLE
14941362,WOODEN LIGHT POLE
14941363,DENT TO TRAFFIC SIGNAL
14941379,GUARDRAIL/DENTED
14941977,STOP SIGN
14942164,GUARD WIRE POLE
14942220,GUARD RAIL/ WIRE
14942315,GAS METER
14942382,LIGHT POLE
14942385,STOP SIGN KNOCKED OVER
14942385,WRONG WAY SIGN KNOCKED OVER
14942417,CURB
14942738,STREET LIGHT POLE
14942857,WOOD PANEL TO PATIO
14942867,CINDER BLOCK WALL
14943218,STREET SIGN
14943218,ROCK WALL AND ROD IRON
14943240,PEDESTRIAN WALK SIGNAL
14943350,PINE TREE
14943351,BANK OF AMERICA SIGN
14943897,ROCK WALL $300
14943960,GUARD CABLE
14944862,BUISNESS SIGN
14944862,FENCE GATE
14944886,CHAINLINK FENCE
14945203,ONE WAY SIGN
